日曜日,Sunday,にち|よう|び
月曜日,Monday,げつ|よう|び
火曜日,Tuesday,か|よう|び
水曜日,Wednesday,すい|よう|び
木曜日,Thursday,もく|よう|び
金曜日,Friday,きん|よう|び
土曜日,Saturday,ど|よう|び
